date,time,subject
2009-12-30,16:20:14,DecisionStump slower than REPTree?
2009-12-30,03:15:07,Scaling in LibSVM
2009-12-31,14:18:22,DecisionStump slower than REPTree?
2009-12-30,17:23:37,DecisionStump slower than REPTree?
2009-12-31,13:46:16,help for dissertation in weka
2009-12-31,12:57:25,help for dissertation in weka
2002-12-04,05:42:59,Distributing experiments using the Experimenter
2002-12-04,15:01:10,McNemar's Test
2002-12-05,13:22:47,Distributing experiments using the Experimenter
2002-12-05,00:55:38,EM result!!
2002-12-05,17:41:38,question on CLUSTERING  EM
2002-12-04,16:47:54,is McNemar's Test good?
2002-12-05,11:57:08,Problem using AttributeSelectionFilter
2002-12-05,23:44:29,Problem using AttributeSelectionFilter
2002-12-06,00:09:26,question on CLUSTERING  EM
2002-12-06,15:38:52,is McNemar's Test good?
2002-12-07,00:11:16,Clustering
2002-12-07,00:11:16,Clustering
2002-12-06,17:05:47,problem importing database
2002-12-06,14:44:55,J48 output
2002-12-07,01:43:32,problem importing database
2002-12-07,02:00:36,Clustering
2002-12-06,10:40:54,Sample code on using AttributeSelectionFilter
2002-12-11,11:34:51,KDDML-MQL: KDD Markup Language - Minining Query Language
2002-12-11,06:01:53,"Re: Wekalist digest, Vol 1 #272 - 1 msg"
2002-12-11,11:55:50,Bayesian Network
2002-12-12,09:19:29,Regression Tree
2002-12-12,09:27:41,clusterEM
2002-12-12,10:40:59,comparison of classification
2002-12-12,15:59:53,Bayes nets
2002-12-12,18:42:52,cost matrix
2002-12-12,10:49:37,Instances
2002-12-13,13:15:25,Instances
2002-12-13,13:50:33,Regression Tree
2002-12-13,13:56:35,clusterEM
2002-12-17,17:30:38,classifiers
2002-12-17,11:15:42,classifiers
2002-12-17,12:17:46,classifiers
2002-12-18,09:27:21,re: classifiers (stefan schossleitner)
2002-12-21,20:04:57,One-side trees
2002-12-24,01:02:34,Stephen White/Ringwood/Confy/CadSchw is out of the office.
2002-12-26,19:26:54,Apriori algorithm called from Matlab
2002-12-26,19:28:14,Apriori algorithm called from Matlab
2002-12-27,15:21:21,Weka - Apriori
2002-12-28,21:58:01,Weka - Apriori
2002-12-31,13:47:31,about association rule
2005-06-30,15:47:40,error measures of nominal attributes
2005-06-30,17:48:50,Strange Ranking of independent attributes via GainRatio
2005-07-01,09:10:44,error measures of nominal attributes
2005-07-01,10:25:42,Issues with Weka GUI
2005-07-01,10:36:40,J48 in combination with the meta classifier 	FilteredClassifier/StringToWordVector through WEKA Explorer
2005-07-01,10:43:35,J48 in combination with the meta classifier 	FilteredClassifier/StringToWordVector through WEKA Explorer
2005-07-01,11:11:12,Issues with Weka GUI
2005-07-01,11:23:22,Issues with Weka GUI
2005-07-01,11:44:19,Issues with Weka GUI
2005-07-01,11:34:18,IBk and IB1
2005-07-01,11:35:42,error measures of nominal attributes
2005-07-01,03:32:03,"Dear All, "
2005-07-01,05:51:02,how to output the discretized features 
2005-07-02,19:15:25,how to output the discretized features
2005-07-02,18:11:19,Model tree cpu.arff
2005-07-04,09:29:30,Model tree cpu.arff
2005-07-04,09:52:51,error measures of nominal attributes
2005-07-04,17:57:02,measure the performance
2005-07-05,08:18:47,measure the performance
2005-07-04,20:10:29,withdraw
2005-07-05,15:20:33,New Weka 3.4.5 and 3.5.0 releases
2005-07-05,15:29:31,withdraw
2005-07-05,19:07:27,Weka 101
2005-07-05,15:06:03,xml and experiment problem
2005-07-05,15:30:09,optional tree
2005-07-05,14:41:41,Maximize value of a attribute
2005-07-06,08:40:47,xml and experiment problem
2005-07-06,09:11:44,optional tree
2005-07-06,14:22:08,Weka 101
2005-07-06,09:01:02,xml and experiment problem
2005-07-06,09:48:37,Weka 101
2005-07-06,10:40:57,optional tree
2005-07-06,16:13:35,J48 and unseen cases
2005-07-06,17:50:10,J48 and unseen cases
2005-07-06,12:02:39,classifiers learning only from one type of instances
2005-07-06,19:13:54,attribute evaluator performance
2005-07-07,07:46:33,classifiers learning only from one type of instances
2005-07-06,21:17:09,Optimizing problem
2005-07-06,22:58:12, Rename attribute
2005-07-07,15:12:12,Rename attribute
2005-07-07,03:08:32,classifiers learning only from one type of instances
2005-07-07,09:58:19,classifiers learning only from one class (should be: 	Cost-Sensitive learning)
2005-07-07,16:40:44,SOM cluster
2005-07-07,14:50:42,Rename attribute
2005-07-08,07:53:52,classifiers learning only from one type of instances
2005-07-08,08:40:21,classifiers learning only from one class (should be: 	Cost-Sensitive learning)
2005-07-08,16:57:44,Do anyone know Weka developer's e-mail address ?
2005-07-08,21:00:26,Do anyone know Weka developer's e-mail address ?
2005-07-08,15:21:02,EM algorithm
2005-07-09,15:42:14,protein data in arff format
2005-07-11,09:16:22,SOM cluster
2005-07-11,09:17:36,Optimizing problem
2005-07-11,01:33:07, XMeans
2005-07-11,08:57:00,SOM cluster
2005-07-11,02:22:14,Help for attribute discretize in knowledge flow
2005-07-11,11:48:17,Problems programming my own tool
2005-07-11,04:48:49,Question about how to increase the heap size.
2005-07-11,14:17:01,Question about how to increase the heap size.
2005-07-11,12:52:23,Error rate for models generated in Model Tree!
2005-07-11,11:57:59,New Weka 3.4.5 and 3.5.0 releases
2005-07-11,21:04:32,Question about ArffLoader behaviour and possible bug in 	weka.core.Instance
2005-07-12,08:11:53,Question about how to increase the heap size.
2005-07-12,08:28:07,New Weka 3.4.5 and 3.5.0 releases
2005-07-12,08:40:28,XMeans
2005-07-12,08:42:06,SOM cluster
2005-07-12,08:47:17,Error rate for models generated in Model Tree!
2005-07-12,09:39:24,Help for attribute discretize in knowledge flow
2005-07-12,09:44:44,Question about ArffLoader behaviour and possible bug 	in weka.core.Instance
2005-07-11,23:30:09,fundamental question about instance's ID
2005-07-12,15:46:56,fundamental question about instance's ID
2005-07-12,22:38:43,using Discretize filter for class attribute
2005-07-12,16:39:53,SOM cluster
2005-07-13,08:25:02,Problems installing WEKA version 3.4.5
2005-07-13,09:27:02,fundamental question about instance's ID
2005-07-13,09:31:07,using Discretize filter for class attribute
2005-07-12,18:56:33,Please Help -- Clistering time series data
2005-07-13,14:34:23,"How to compute overall precision, 	specificity and sensititivity?"
2005-07-13,16:36:31,Text Classification Using Weka
2005-07-14,11:46:35,Where can I get the source code of Weka?
2005-07-14,16:55:46,Where can I get the source code of Weka?
2005-07-15,08:33:48,defining attributes and classes
2005-07-17,12:21:09,defining attributes and classes
2005-07-18,08:54:06,defining attributes and classes
2005-07-18,10:36:33,question abt the WEKA LVQ.......
2005-07-18,18:41:12,question abt the WEKA LVQ.......
2005-07-18,15:55:51,Yale 3.0 released
2005-07-18,07:27:38,"Papers on ""Classification using VOTED PERCEPTRON"""
2005-07-18,11:27:07,multi-class and Voted perceptron
2005-07-19,09:34:15,multi-class and Voted perceptron
2005-07-19,18:18:31,Text Classification Using Weka
2005-07-19,13:44:06,Performance of clustering
2005-07-19,13:10:56,Smoothing Model Tree
2005-07-19,20:09:12,Time series clustering
2005-07-20,14:19:23,Time series clustering
2005-07-20,13:30:01,Time series clustering
2005-07-20,11:56:37,Time series clustering
2005-07-20,18:10:34,Time series clustering
2005-07-21,09:31:26,Performance of clustering
2005-07-21,13:55:08,Time series clustering
2005-07-21,17:04:35,Smoothing Model tree
2005-07-21,17:05:36,Smoothing Model Tree
2005-07-21,16:18:07,abt the prediction.....
2005-07-21,13:30:36,classifier for working out which combinations of  attributes give lowest error rate
2005-07-21,18:11:47,classifier for working out which combinations of 	attributes give lowest error rate
2005-07-21,20:59:19,need your help
2005-07-21,15:02:02,classifier for working out which combinations of 	attributes give lowest error rate
2005-07-21,14:09:57,classifier for working out which combinations of  attributes give lowest error rate
2005-07-21,13:11:50,GridWeka crossvalidation task problems
2005-07-21,15:17:00,classifier for working out which combinations  ofattributes give lowest error rate
2005-07-21,11:37:17,Time series clustering
2005-07-21,17:06:21,interpreatin the 'genetic search' using the 'Wrapper  Subset Evaluator' results
2005-07-22,10:29:29,File size/Data set limit
2005-07-22,21:32:41,File size/Data set limit
2005-07-22,11:37:45,File size/Data set limit
2005-07-22,22:49:26,FW: weka - Call for code
2005-07-22,19:05:25,Performance of clustering
2005-07-23,15:18:58,Number of instances to obtain the value of the  coefficients in Model Tree
2005-07-24,00:49:55,one-sided selection
2005-07-25,09:43:07,File size/Data set limit
2005-07-25,10:05:08,File size/Data set limit
2005-07-25,16:12:41,measure the expense time and memory of my cluster 	algorithms
2005-07-25,13:56:22,one-class SVM
2005-07-25,14:30:00,one-class SVM
2005-07-26,08:23:14,File size/Data set limit
2005-07-26,09:52:44,measure the expense time and memory of my cluster 	algorithms
2005-07-26,10:36:50,measure the expense time and memory of my 	cluster	algorithms
2005-07-26,11:06:01,measure the expense time and memory of my	cluster  algorithms
2005-07-25,18:01:27,EM algorithm with correlated attributes
2005-07-26,09:34:42,Range of a class value
2005-07-26,10:39:20,Cross-Validation Model
2005-07-26,11:16:11,Top of tree in Model Tree
2005-07-27,09:05:28,Cross-Validation Model
2005-07-27,09:35:47,Cross-Validation Model
2005-07-27,10:12:15,Range of a class value
2005-07-26,15:22:26,Cross-Validation Model
2005-07-27,06:12:50,Why we convert file .mdb to file .arff to use weka?
2005-07-26,23:14:42,question about informationGain
2005-07-27,07:58:37,Range of a class value
2005-07-27,11:53:28,regression in weka?
2005-07-27,13:13:27,Cross-Validation Model
2005-07-27,16:14:24,convert original txt to arff
2005-07-27,17:05:43,txt to arff only one attribute
2005-07-27,10:00:34,Cross-Validation Model
2005-07-27,21:20:37,Cross-Validation Model
2005-07-27,15:28:22,Cross-Validation Model
2005-07-28,21:59:56,question about informationGain
2005-07-28,17:04:00,Re-convert original txt to arff
2005-07-28,11:48:13,facing some problem in weka...need urgent help
2005-07-28,10:59:41,Output Files
2005-07-28,22:57:19,Distance metric
2005-07-29,09:29:34,Re-convert original txt to arff
2005-07-28,18:58:16,How to generate artifiial data based on the attribute 	value distribution of a given dataset?
2005-07-29,13:59:02,Output Files
2005-07-29,14:29:17,convert original txt to arff
2005-07-29,14:30:42,txt to arff only one attribute
2005-07-29,14:48:09,Distance metric
2005-07-28,20:49:33,question about inforGain
2005-07-29,10:15:21,How to generate artifiial data based on the  attributevalue distribution of a given dataset?
2005-07-29,14:53:04,Numbering attributes?
2005-07-29,15:07:07,Numbering attributes?
2005-07-29,09:48:27,kmeans clustering on certain attributes
2005-07-29,09:50:42,TF*IDF vectors in ARFF format for weka
2005-07-30,15:38:54,TF*IDF vectors in ARFF format for weka
2004-11-01,17:27:45,"MultiScheme, bug?"
2004-11-01,13:20:37,Running out of memory?
2004-11-02,20:39:33,"MultiScheme, bug?"
2004-11-03,21:38:08,Mahalanobis distance in WEKA
2004-11-04,17:31:56,Mahalanobis distance in WEKA
2004-11-04,10:13:17,Stacked Regression
2004-11-04,10:36:47,Question about instance weight
2004-11-04,11:13:42,Postgresql
2004-11-05,16:53:09,questions dealing with Decision Tree
2004-11-05,17:44:31,Postgresql
2004-11-06,16:39:06,using WEKA in my C/C++ code
2004-11-07,08:35:18,using WEKA in my C/C++ code
2004-11-07,09:00:56,using WEKA in my C/C++ code
2004-11-08,19:18:58,(no subject)
2004-11-08,07:50:15,Support vectors of SVM
2004-11-08,08:49:02,Postgresql
2004-11-08,16:26:27,(no subject)
2004-11-08,10:42:33,Instance Normalization Question
2004-11-08,17:59:57,(no subject)
2004-11-09,09:20:12,how to get debug info from a classifier?
2004-11-09,09:27:17,Support vectors of SVM
2004-11-09,11:28:12,CLI command for sourcable
2004-11-09,16:10:36,weighted vote and percentage match
2004-11-10,09:24:41,CLI command for sourcable
2004-11-10,02:16:07,Kernel density classifier
2004-11-10,14:07:56,Re: Apriori running problem
2004-11-10,15:22:26,Re: Apriori running problem
2004-11-10,23:18:58,Parsing the output of an SVM - SMO classifier
2004-11-11,16:22:36,Parsing the output of an SVM - SMO classifier
2004-11-11,01:33:02,Parsing the output of an SVM - SMO classifier
2004-11-11,17:51:13,Parsing the output of an SVM - SMO classifier
2004-11-11,11:20:45,"A question about ""Instance"""
2004-11-11,11:20:50,CLI command for sourcable
2004-11-12,09:58:45,CLI command for sourcable
2004-11-11,16:10:30,CLI command for sourcable
2004-11-12,13:53:11,"A question about ""Instance"""
2004-11-12,09:16:52,Parsing the output of an SVM - SMO classifier
2004-11-12,15:39:02,clustering EM distance measures
2004-11-13,10:05:03,CLI command for sourcable
2004-11-13,12:05:20,weighted vote 
2004-11-13,15:53:20,Slow using IBK Classifier
2004-11-13,07:37:40,Error with visualizing graph from Bayes net
2004-11-13,15:44:14,classsifyInstance
2004-11-13,15:45:07,classsifyInstance
2004-11-13,21:22:58,classsifyInstance
2004-11-15,13:05:31,Error with visualizing graph from Bayes net
2004-11-15,17:39:47,weka.clusterers.SimpleKMeans and seeds meaning
2004-11-15,15:33:22,Weka and RBF
2004-11-15,10:09:17,Priors in Decetion tree
2004-11-15,20:14:49,Weka and RBF
2004-11-15,20:20:17,Weka and RBF
2004-11-15,13:57:17,weka.clusterers.SimpleKMeans and seeds meaning
2004-11-15,22:07:27,Random Tree
2004-11-15,18:28:37,Random Tree
2004-11-15,16:41:30,Random Tree
2004-11-16,17:08:27,Weka and RBF
2004-11-16,12:10:48,weka.clusterers.SimpleKMeans and seeds meaning
2004-11-16,12:46:06,Random Tree
2004-11-16,13:08:40,Z-Scores for Logistic?
2004-11-16,14:16:45,Random Tree
2004-11-16,11:51:24,Question about Bayes net
2004-11-16,19:22:56,Classifier LAZY.IBk
2004-11-17,10:38:38,Random Tree
2004-11-17,11:10:23,Question about Bayes net
2004-11-17,12:15:17,ROC curve - using thresholds in classification...
2004-11-17,19:04:12,output ARFF format via command line instructions
2004-11-17,20:09:14,Obtain ROC auc from the command line
2004-11-18,15:30:48,Question about Weka:RBF classifier
2004-11-18,09:13:45,Re: ROC curve - using thresholds in classification...
2004-11-18,14:39:22,How to make a contribution ?
2004-11-19,15:25:26,database access problem
2004-11-19,21:29:59,database access problem
2004-11-19,06:38:05,"explorer, experimenter problems"
2004-11-19,09:27:27,database access problem
2004-11-19,16:43:52,"explorer, experimenter problems"
2004-11-20,09:43:37,WEKA clustering question
2004-11-21,10:00:43,WEKA clustering question
2004-11-22,13:46:56,Probabilities .. Classification accuracy
2004-11-22,15:20:38,Probabilities .. Classification accuracy
2004-11-23,10:36:56,Probabilities .. Classification accuracy
2004-11-23,18:25:18,results saving into ARFF format
2004-11-23,20:38:17,results saving into ARFF format
2004-11-23,16:56:40,Neural Network API
2004-11-24,01:39:06,where can I find the neural network classifier in 3.4.3 ?
2004-11-24,10:55:54,"Weka, text categorization, and weighting schemes"
2004-11-24,18:57:11,where can I find the neural network classifier in 3.4.3 ?
